state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,DUKKU,BURLEWOL    PRIMARY SCHOOL,10.801004,10.66452,GOMBE ABBA,BURLEWOL,1160410022,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,141,72,213
GOMBE,DUKKU,BUNDURU PRIMARY SCHOOL,10.428785,10.936645,ZANGE WARD,BUNDURU ALONG DOKARI PRIMARY SCHOOL,1160410023,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,45,64,109
GOMBE,DUKKU,BOMALA    PRIMARY SCHOOL,10.6,106.9,ZANGE,ALONG DAMBA DUKKU ROAD,1160410024,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,79,107,186
GOMBE,DUKKU,DAMBA DILE,,,WAZIRI SOUTH,DAMBA DILE  ALONG VILLAGE HEAD,1160410025,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,Yes,No,Yes,2020/2021,95,66,161
GOMBE,DUKKU,DAMBA DUKKU,10.652099,10.713763,ZANGE WARD,DAMBA DULURU,1160410026,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,93,61,154
GOMBE,DUKKU,DAMINYA,10.385284,10.355058,KUNDE,"OPPOSITE MATERNITY CLINIC, DAMINYA",1160410027,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,114,54,168
GOMBE,DUKKU,DASHI PRIMARY SCHOOL,,,WAZIRI SOUTH,"ALONG KORIA ROAD, DASHI",1160410028,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,186,104,290
GOMBE,DUKKU,DIGE PRIMARY SCHOOL,11.05342,11.0795,JAMARI WARD,"ALONG EMIRS PALACE NAFADA ROAD, DIGE",1160410029,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,58,66,124
GOMBE,DUKKU,DILE,10.71,10.974,WAZIRI SOUTH,DILE,1160410030,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,85,80,165
GOMBE,DUKKU,DOKORO,11.002623,10.835367,JAMARI WARD,OPPOSITE MATERNITY,1160410031,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,141,118,259
GOMBE,DUKKU,DUGGIRI,11.02,10.78,MALALA,"ALONG MALALA ZAUNE, DUGGIRI",1160410032,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,203,145,348
GOMBE,DUKKU,DUGO,11.09586,10.04862,JAMARI WARD,MAIN ROAD NEAR EMIRS PALACE DUGO,1160410033,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,92,58,150
GOMBE,DUKKU,DUKKU WEST NURSERY AND PRIMARY,,,WAZIRI SOUTH,OPPOSITE LGA SECRETERIA DUKKU LGA,1160410034,Pre-Primary and Primary,Urban,Regular,No,Other,First Aid Kit,No,No,No,2020/2021,611,599,1210
GOMBE,DUKKU,DUKKU CENTRAL MODEL,,,DUKKU,DUKKU,1160410035,Pre-Primary and Primary,Urban,Regular,No,Other,First Aid Kit,No,Yes,No,2020/2021,670,574,1244
GOMBE,DUKKU,DUKKUYEL,11.073613,10.82628,ZAUNE,ALONG ZAURE MALAL DUKKUYEL,1160410036,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,269,172,441
GOMBE,DUKKU,FESHARE PRIMARY SCHOOL,10.555269,10.668067,ZANGE WARD,ALONG DU-DUGGEL -ALKALERI ROAD,1160410037,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,115,85,200
GOMBE,DUKKU,F.S.P.,10.825312,10.77556,WAZIRI SOUTH,UMAR AMINU STREET,1160410038,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,530,487,1017
GOMBE,DUKKU,GABCHIYARI PRIMARY SCHOOL,11.00937,10.760138,WURO TALE,"ALONG GOMBE ABBA NAFADA ROAD, GABCHIYARI",1160410041,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,132,115,247
GOMBE,DUKKU,GADUM PRIMARY SCHOOL,11.0841,11.00925,JAMARI WARD,ALONG EMIRS PALACE NEAR MINI MARKET GADUM,1160410042,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,83,60,143
GOMBE,DUKKU,GADUM BAWA PRIMARY SCHOOL,11.038226,10.766399,,ALONG MALALA ZAURE ROAD GADUM BAWA,1160410043,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,118,58,176
GOMBE,DUKKU,GADUM MALA,11.04391,10.783982,MALALA,ALONG MALALA ZAURE ROAD,1160410044,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,143,122,265
GOMBE,DUKKU,GALE,10.8181,10.77081,GOMBE ABBA,"GOMBE ABBA ROAD, GALE",1160410045,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,Yes,No,2020/2021,113,95,208
GOMBE,DUKKU,GALDO PRIMARY SCHOOL,10.824751,10.780052,WAZIRI NORTH,"ALONG BAJOGA ROAD, GALDO",1160410046,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,30,25,55
GOMBE,DUKKU,GAJI GALA PRIMAR SCHOOL,10.848377,10.636875,GOMBE ABBA,GAJI GALA,1160410047,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,146,121,267
GOMBE,DUKKU,GANAWAJI PRIMARY SCHOOL,11.00223,10.209278,MALALA,GANAWAJI,1160410048,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,83,77,160
GOMBE,DUKKU,GARIN ALARAMMA PRIMARY,11.0742,10.890253,ZAUNE WARD,"ALONG MALALA ZAURE, GARIN ALARAMMA",1160410049,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,104,66,170
GOMBE,DUKKU,GARIN ATIKU PRIMARY SCHOOL,1108044.0,1091518.0,,"ALONG MALALA ZAUNE,GARIN ATIKU",1160410050,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,133,65,198
GOMBE,DUKKU,GARIN BULAMA PRIMARY SCHOOL,11.042671,1.016181,JAMARI WARD,ALONG EMIRS PALACE ROAD OPPOSTE MATERNITY CLINIC G/BULAMA,1160410051,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,89,61,150
GOMBE,DUKKU,GODE PRIMARY SCHOOL,10.88747476,10.921656,WAZIRI NORTH,ALONG BAJOGA ROAD GODE,1160410052,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,65,64,129
GOMBE,DUKKU,GOMBE ABBA PR. SCH.,10.0,,GOMBE ABBA,Gombe  ABBA,1160410053,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,403,394,797
GOMBE,DUKKU,G/DEGIZE,10.39,10.59,WAZIRI SOUTH,G/DEGIZE,1160410054,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,79,44,123
GOMBE,DUKKU,GONA PRIMARY SCHOOL,10.819483,10.777028,WAZIRI SOUTH,"GONA  QUARTERS, DUKKU",1160410055,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,308,245,553
GOMBE,DUKKU,GORORO,10.74378,10.3629418,KUNDE,OPPOSITE GORORO MOSQUE,1160410056,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,119,82,201
GOMBE,DUKKU,GUDE MUNU PRIMARY SCHOOL,10.686975,10.564892,JAMARI WARD,ALONG DOKORO JAMARI ROAD,1160410057,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,No,No,No,2020/2021,60,83,143
GOMBE,DUKKU,GULI EAST,10.82646,10.824514,WAZIRI NORTH,"ALONG BAJOGA ROAD, GULI",1160410058,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,Yes,No,No,2020/2021,136,131,267
GOMBE,DUKKU,GULI WEST,10.828243,10.817857,WAZIRI NORTH,ALONG BAJOGA ROAD GULI,1160410059,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,33,49,82
GOMBE,DUKKU,GUSHO,10.54,10.85,ZANGE WARD,"EMIRS HOUSE, GUSHO",1160410060,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,Yes,2020/2021,128,103,231
GOMBE,DUKKU,GUZA PRIMARY SCHOOL,10.505924,10.426111,WAZIRI NORTH,"GUZA, ALONG DUKKU DARAZO ROAD",1160410061,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,49,45,94
GOMBE,DUKKU,HASHIDU,10.825038,10.668146,HASHIDU WARD,HASHIDU,1160410062,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,444,371,815
GOMBE,DUKKU,HARUNA R.ASHEED,10.831232,10.77459,WAZIRI NORTH,SABON FEGI DUKKU,1160410063,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,299,269,568
GOMBE,DUKKU,JARKUM    PRIMARY SCHOOL,10.78755,10.891328,DUKKU NORTH,"ALONG BAJOGA ROAD, JARKUM",1160410064,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,125,95,220
GOMBE,DUKKU,JALINGO PRIMARY SCHOOL,10.93931,10.6833,JALINGO WARD,JALINGO,1160410065,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,94,56,150
GOMBE,DUKKU,JAURO ADI PRIMARY SCHOOL,10.939765,10.675289,ANGUWAR JAURO,ALONG MALALA ROAD,1160410066,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,133,84,217
GOMBE,DUKKU,JAURO AMADU,10.565171,10.565171,ZANGE WARD,JAURO AMADU  ALONG TOWN CLINIC,1160410067,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,96,32,128
GOMBE,DUKKU,JAMBO,10.683245,10.75964,ZANGE WARD,JAMBO,1160410068,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,89,74,163
GOMBE,DUKKU,JALE PRIMARY SCHOOL,10.47,10.78,ZANGE WARD,"EMIRS PALACE, JALE",1160410069,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,Yes,No,Yes,2020/2021,83,79,162
GOMBE,DUKKU,JAMARI,,,JAMARI WARD,"EMIRS PALACE ROAD OPPOSITE PDP OFFICE, JAMARI",1160410070,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,146,141,287
GOMBE,DUKKU,JANGIRA,,,GOMBE ABBA,"BEFORE JAURO'S HOUSE, JANGIRA",1160410071,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,101,129,230
GOMBE,DUKKU,JARDADE PRIMARY SCHOOL,10.7087,10.83691,WAZIRI SOUTH,ALONG VILLAGE HEAD PALACE,1160410072,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,54,62,116
GOMBE,DUKKU,JONDE,10.6,10.5,WAZIRI SOUTH,JONDE,1160410073,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,53,29,82
GOMBE,DUKKU,KABADE PRIMARY SCHOOL,10.895213,10.653268,WURO TALE,KABADE,1160410074,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,148,140,288
GOMBE,DUKKU,KALAM,10.947973,10.774846,WURO TALE,KALAM,1160410075,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,221,196,417
GOMBE,DUKKU,KALOMA PRIMARY SCHOOL,11.035648,10.900693,JAMARI WARD,"JAMARI ROAD NEAR MAIN MARKET, KALOMA",1160410076,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,125,77,202
GOMBE,DUKKU,KOBLO PRIMARY SCHOOL,10.481448,10.911597,ZANGE WARD,KOBLO,1160410077,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,103,70,173
GOMBE,DUKKU,KOBINI PRIMARY SCHOOL,10.574155,10.762724,ZANGE WARD,ALONG DUKKU ALKALERI ROAD,1160410078,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,55,40,95
GOMBE,DUKKU,KOKKOBE,,,KUNDE,"AFTER JAURO HOUSE DAMINYA ROAD, KOKKOBE",1160410080,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,Yes,No,Yes,2020/2021,102,100,202
GOMBE,DUKKU,KOMBI GABULU PRIMARY,10.791782,10.820973,,ALONG GOMBE ROADKOMBI,1160410081,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,161,128,289
GOMBE,DUKKU,KUKAN ZAURE PRIMARY SCHOOL,10.956776,10.857893,JAMARI WARD,"ALONG DUKKU DOKORO, KUKAN ZAURE",1160410082,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,93,136,229
GOMBE,DUKKU,KUNDE,10.425175,10.314542,KUNDE,"OPPOSITE MATERNITY CLINIC BAWA ROAD, KUNDE",1160410083,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,138,108,246
GOMBE,DUKKU,KUNI,10.700168,10.690935,ZANGE WARD,KUNI,1160410084,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,215,165,380
GOMBE,DUKKU,KOWAGOL,10.991958,10.714209,MALALA,KOWAGOL,1160410085,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,Yes,2020/2021,128,98,226
GOMBE,DUKKU,KATSIRA,11.12278,10.93677,JAMARI WARD,EMIRS PALACE ROAD ADJECENT CENTRAL MOSQUE KATSIRA,1160410086,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,107,99,206
GOMBE,DUKKU,K/KASUWA,11.081767,11.015808,JAMARI WARD,ALONG EMIRS PALACE CENTRAL MOSQUE K/KASUWA,1160410087,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,,No,No,2020/2021,97,67,164
GOMBE,DUKKU,LAFIYA,10.972465,10.680376,ANGUWAR WAZIRI,LAFIYA,1160410088,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,211,206,417
GOMBE,DUKKU,LAMBA GANDE PRIMARY SCHOOL,10.762118,10.561327,GOMBE ABBA,LAMBA GANDE ALONG GOMBE ABBA KUNDE ROAD,1160410089,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,178,146,324
GOMBE,DUKKU,LAMBA IYAKA PRIMARY SCHOOL,10.739677,10.556972,KUNDE,"AT EMIRS PALACE, L/IYAKA",1160410090,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,80,63,143
GOMBE,DUKKU,LARISKI PRIMARY SCHOOL,11.062,10.7346,MALALA,"ALONG WALOJI BURARI ROAD MALALA, LARISKI",1160410091,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,86,60,146
GOMBE,DUKKU,LULE DABE PRIMARY SCHOOL,10.779641,10.577831,GOMBE ABBA,ALONG GOMBE ABBA KUNDE ROAD,1160410092,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,70,85,155
GOMBE,DUKKU,LULE MAGI   PRIMARY SCHOOL,10.775792,10.581275,GOMBE ABBA,"AT EMIRS PALACE, LULE MAGI",1160410093,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,30,20,50
GOMBE,DUKKU,LULE SEGO PRIMARY SCHOOL,10.7697829,10.5886508,GOMBE ABBA,"ALONG JAURO'S HOUSE, LULE SEGO",1160410094,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,84,38,122
GOMBE,DUKKU,LULE WURO BORNO,10.746782,10.595613,GOMBE ABBA,OPPOSITE JAURO'S HOUSE LULE WURO BORNO,1160410095,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,100,94,194
GOMBE,DUKKU,MAGAJI ISA  PRIMARY SCHOOL,10.813547,10.77135,WAZIRI SOUTH,ALONG KATUNDUN MAGAJI ISA,1160410096,Pre-Primary and Primary,Urban,Regular,No,Other,First Aid Kit,No,Yes,Yes,2020/2021,410,382,792
GOMBE,DUKKU,MALALA I NURSERY AND PRIMARY SCHOOL,11.0007214,10.743968,,"ALONG HASHIDU ROAD, MALALA",1160410097,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,Yes,No,No,2020/2021,494,382,876
GOMBE,DUKKU,MALALAYEL PRIMARY SCHOOL,10.730398,11.866903,WAZIRI SOUTH,ANGUWAR GABAS NEAR CENTRAL MOSQUE OPPOSITE MATERNITY CLINIC,1160410098,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,No,2020/2021,148,115,263
GOMBE,DUKKU,MALTEWO,10.983622,10.692073,MALTEWO WARD,MALTEWO,1160410099,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,89,105,194
GOMBE,DUKKU,MAMINI  PRIMARY SCHOOL,,,JAMARI WARD,ALONG EMIRS PALACE ROAD OPPOSITE CENTRAL MOSQUE MAMINI,1160410100,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,57,74,131
GOMBE,DUKKU,MANGA,10.805133,10.769884,WAZIRI NORTH,"TUDUN WADA DAURAWA DUKKU, MANGA",1160410101,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,241,244,485
GOMBE,DUKKU,MAYO LAMIDO    PRIMARY SCHOOL,10.896605,10.653268,WURO TALE,"ALONG GOMBE ABBA ROAD, M/LAMIDO",1160410102,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,115,45,160
GOMBE,DUKKU,M/MADAKI,10.825016,10.770921,WURO TALE,MAYO LAMIDO STREET,1160410103,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,61,51,112
GOMBE,DUKKU,MARU,10.903945,11.025487,JAMARI WARD,ALONG BAJOGA ROAD MARU,1160410104,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,173,105,278
GOMBE,DUKKU,MBARRI,10.510718,10.801598,DUKKU,MBARRI,1160410105,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,93,85,178
GOMBE,DUKKU,MALALA II NURSERY AND PRIMARY SCHOOL,11.015089,10.749009,,"ALONG WALOJI, MALALA II",1160410107,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,357,278,635
GOMBE,DUKKU,MAGAJI BORNOMA   PRIMARY SCHOOL,10.92198,10.20568,,MAGAJI BORNOMA,1160410108,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,113,92,205
GOMBE,DUKKU,NAKUJA PRIMARY SCHOOL,1078014.0,1076893.0,WAZIRI SOUTH,OPPOSITE VILLAGE HEAD RESIDENCE,1160410109,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,41,30,71
GOMBE,DUKKU,NAPPE PRIMARY SCHOOL,1040547.0,10525634.0,WAZIRI SOUTH,"NAPPE, ALONG GOMBE MAIN ROAD",1160410110,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,140,111,251
GOMBE,DUKKU,NGAMDU,10.289789,11.113129,WAZIRI NORTH DUKKU,NGAMDU,1160410111,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,58,61,119
GOMBE,DUKKU,NGYELBUNU PRIMARY SCHOOL,,,WAZIRI NORTH,"NGYELBUNU, NEAR BUSTER, ALONG DARAZO ROAD",1160410112,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,129,58,187
GOMBE,DUKKU,PAKKAR,,,GOMBE ABBA,"OPPOSITE JAURO'S HOUSE, PAKKAR",1160410113,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,287,152,439
GOMBE,DUKKU,SABON GARI ADUWA  PRIMARY SCHOOL,11.084101,11.1100925,JAMARI WARD,S/GARI ADUWA,1160410114,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,162,73,235
