state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,KWAMI,G/GALADIMA PRIMARY SCHOOL,10.3653,11.2526,DUKUL,G/GALADIMA ALONG DUKUL VILLAGE ROAD,1160810034,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,234,40,274
GOMBE,KWAMI,BULTURI,,,DUKKUL,BULTURI,1160810035,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,178,95,273
GOMBE,KWAMI,GWARAM,10.3579,11.2033,DUKUL,ALONG ASHAKA ROAD,1160810036,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,61,54,115
GOMBE,KWAMI,ARIKIME,10.302252,11.350867,DUKUL,ARIKIME,1160810037,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,56,48,104
GOMBE,KWAMI,NGAJI BAUCHI    PRIMARY SCHOOL,10.3057,11.201327,DUKUL,NGAJI BAUCHI,1160810038,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,150,96,246
GOMBE,KWAMI,IDI M/SIDI,10.484445,11.302517,MALAM SIDI,IDI M/SIDI,1160810039,Pre-Primary and Primary,Urban,Regular,No,Well,First Aid Kit,No,Yes,No,2020/2021,99,114,213
GOMBE,KWAMI,JAURO BOSE,,,JURARA,JAURO BOSE,1160810040,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,115,72,187
GOMBE,KWAMI,GAMADADI PRIMARY SCHOOL,,,GADAM,GAMA DADI,1160810041,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,72,67,139
GOMBE,KWAMI,SHELSHEL  GALADIMA PRIMARY SCHOOL,10.5034,10.9535,BOJUDE,SHELSHEL,1160810042,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,40,41,81
GOMBE,KWAMI,MALKO,10.4296,11.29281,DOHO,MALKO,1160810043,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,48,58,106
GOMBE,KWAMI,JAURO BOSE HAMMA,10.385342,10.946008,KWAMI,JAURO BOSE HAMMA,1160810044,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,48,22,70
GOMBE,KWAMI,KULLUM,10.23223,11.132165,KWAMI,KULLUM,1160810045,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,151,74,225
GOMBE,KWAMI,DIRRI,10.53,10.96,BOJUDE DIRRI,DIRRI,1160810046,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,280,218,498
GOMBE,KWAMI,BELE,10.59152,11.0048,BOJUDE,BELE,1160810047,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,27,21,48
GOMBE,KWAMI,ZONGUMA GUBDO PRIMARY SCHOOL,,,DOHO,ZONGOMA NGUBDO,1160810048,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,92,54,146
GOMBE,KWAMI,BENTERE BOKKI PRIMARY SCHOOL,10.2447,11.141,DOHO,BENTERE BOKKI,1160810049,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,No,2020/2021,91,87,178
GOMBE,KWAMI,NAHUTA PRIMARY SCHOOL,10.41023,11.30088,KWAMI,NAHUTA,1160810050,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,Yes,No,2020/2021,234,175,409
GOMBE,KWAMI,KUFAYI,10.2925,11.14577,KWAMI,ALONG M/SIDI JARKWAMI ROAD,1160810051,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,118,80,198
GOMBE,KWAMI,TSANGAYARI,10.36371,11.23338,KWAMI,TSANGAYARI,1160810052,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,60,34,94
GOMBE,KWAMI,GANJUWA,10.39209,11.21547,KWAMI,GANJUWA,1160810053,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,63,46,109
GOMBE,KWAMI,KOLORI PRIMARY SCHOOL,,,KWAMI,"KOLORI, BAJOGA ROAD",1160810054,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,105,48,153
GOMBE,KWAMI,GARIN ABBAS  PRIMARY SCHOOL,,,KOMFULATA,GARIN ABBAS,1160810055,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,No,No,No,2020/2021,125,73,198
GOMBE,KWAMI,B. GADAM,,,GADAM,GADAM,1160810056,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,109,115,224
GOMBE,KWAMI,GALDIMARI PRIMARY SCHOOL,10.39162,11.19245,KWAMI,GALDIMARI,1160810057,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,162,165,327
GOMBE,KWAMI,DUMBONA PRIMARY SCHOOL,10.31776,11.085517,KOMFULATA,DUMBONA,1160810058,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,238,165,403
GOMBE,KWAMI,LARO PRIMARY SCHOOL,,,MALLERI,LARO,1160810059,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,145,71,216
GOMBE,KWAMI,S/G. KWAMI,10.35113,11.07919,KWAMI,S/G. KWAMI,1160810060,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,47,92,139
GOMBE,KWAMI,MALURI P.S.,10.333802,11.0623375,KOMFULATA,MALUMRI,1160810061,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,121,131,252
GOMBE,KWAMI,YAME   PRIMARY SCHOOL,10.31,11.274,KWAMI,YAME,1160810062,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,116,108,224
GOMBE,KWAMI,NGAJI DAWO  PRIMARY SCHOOL,10787211.0,10145385.0,KWAMI,NGAJI DAWO,1160810063,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,108,79,187
GOMBE,KWAMI,BOMALA PRIMARY SCHOOL.,,,KONFULATA,BOMALA,1160810064,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,807,572,1379
GOMBE,KWAMI,JAURO GAMBO WEST PRIMARY SCHOOL,10.5563,11.2032,KWAMI,ALONG MALAM SIDI/GADAM UNTIRED ROAD,1160810065,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,118,72,190
GOMBE,KWAMI,Z. NGAJI,10.4763,11.2457,KWAMI,Z. NGAJI,1160810066,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,48,50,98
GOMBE,KWAMI,GARINWAKILI    PRIMARY SCHOOL,10.37861,11.26854,KWAMI,GARINWAKILI,1160810067,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,130,51,181
GOMBE,KWAMI,DANIYA    PRIMARY SCHOOL,10.36,11.3,KOMFULATA,DANIYA,1160810068,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,112,76,188
GOMBE,KWAMI,DINAWA   PRIMARY SCHOOL,10.40375,10.97632,KOMFULATA,DINAWA BAKAKA,1160810069,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,106,84,190
GOMBE,KWAMI,WUDIL PRIMARY SCHOOL,10.38769,11.36827,KOMFULATA,WUDIL,1160810070,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,57,56,113
GOMBE,KWAMI,ALAGARNO PRIMARY SCHOOL,10.2435,11.1451,DOHO,WUSA GUDU ROAD ALONG ASHAKA ROAD,1160810071,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,85,55,140
GOMBE,KWAMI,PILAM NOMADIC PRIMARY SCHOOL JAURO GABDO,10.45,11.31,MALAM SIDI,OLD DABAN FULANI ROAD MALAM SIDI,1160810072,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,146,77,223
GOMBE,KWAMI,WURO DOLE  PRIMARY SCHOOL,10.234,11.1516,DOHO,WURO DOLE,1160810073,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,77,54,131
GOMBE,KWAMI,WURO TARA  PRIMARY SCHOOL,10.2435,11.1531,DOHO,WURO TARA   ALONG WURO DOLE ROAD,1160810074,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,No,2020/2021,62,30,92
GOMBE,KWAMI,HAMMA DUKKUJO PRIMARY SCHOOL,10.24,11.16,DOHO,HAMMA DUKKUJO,1160810075,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,No,No,No,2020/2021,123,62,185
GOMBE,KWAMI,JORE PRIMARY SCHOOL,10.6518,11.084,KWAMI,JORE,1160810076,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,93,103,196
GOMBE,KWAMI,JAUROSOBA PRIMARY SCHOOL,1054866.0,1100984.0,BOJUDE,JAUROSOBA,1160810077,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,203,138,341
GOMBE,KWAMI,ZAMBE PRIMARY SCHOOL,10.5523,11.0748,BOJUDE,ZAMBE,1160810078,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,79,43,122
GOMBE,KWAMI,MAGUMERI,10.48226,11.28233,MALAM SIDI,MAGUMERI,1160810079,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,78,59,137
GOMBE,KWAMI,GARIN ALKALI,10.36277,11.26259,KOMFULATA,GARIN ALKALI,1160810080,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,121,87,208
GOMBE,KWAMI,IDI BOJUDE,10.5479,11.0278,BOJUDE,IDI BOJUDE,1160810081,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,157,210,367
GOMBE,KWAMI,GIRGAM BELLO,10.34618,11.03605,KOMFULATA,GIRGAM BELLO,1160810082,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,102,46,148
GOMBE,KWAMI,JAMJI PRIMARY SCHOOL,10.3876,10.8852,KWAMI,UNGUWAR RIMI JAMJI,1160810083,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,Yes,2020/2021,123,90,213
GOMBE,KWAMI,JAURO MALAM,,,KOMFULATA,JAURO MALAM,1160810084,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,128,85,213
GOMBE,KWAMI,RODDO,10.38882,11.07929,KOMFULATA,RODDO,1160810085,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,110,117,227
GOMBE,KWAMI,SHONGO DIRANGO PRIMARY SCHOOL,10325121.0,1110602.0,KWAMI,SHONGO DIRANGO,1160810086,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,133,92,225
GOMBE,KWAMI,GABUKKA PRIMARY SCHOOL,,,KOMFULATA,GABUKKA KOMFULATA,1160810087,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,131,178,309
GOMBE,KWAMI,JABLA PRIMARY SCHOOL,10.37848,11.07984,KOMFULATA,NJABLA,1160810088,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,122,107,229
GOMBE,KWAMI,JAURO YARO,10.4,11.057,KOMFULATA,JAURO YARO,1160810089,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,123,114,237
GOMBE,KWAMI,SHUWARI PRIMARY SCHOOL,10.4908,11.0462,GADAM,SHUWARI,1160810090,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,57,53,110
GOMBE,KWAMI,JAURO JINGI,10.3363,11.12275,KWAMI,JAURO JINGI,1160810091,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,81,48,129
GOMBE,KWAMI,MUSA GUDU,10.452785,11.249037,MALAM SIDI,MUSA GUDU,1160810092,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,Yes,No,No,2020/2021,45,23,68
GOMBE,KWAMI,BURE  PRIMARY SCHOOL,10.46945,11.28982,MALAM SIDI,BURE,1160810093,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,103,52,155
GOMBE,KWAMI,J. MAIGARI  NOMADIC PRIMARY SCHOOL,10.2332,11.1422,DOHO,J. MAIGARI,1160810094,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,59,45,104
GOMBE,KWAMI,DAWON YAMMA,10787211.0,10145385.0,GADAM,DAWON YAMMA,1160810095,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,78,52,130
GOMBE,KWAMI,TITI PRIMARY SCHOOL,10.35348,11.22588,KWAMI,ALONG GERKWAMI,1160810100,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,195,121,316
GOMBE,KWAMI,GARIN HALADU  PRIMARY SCHOOL,10.438798,11.996433,GADAM,GADAM,1160810101,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,101,32,133
GOMBE,KWAMI,ZARMA PRIMARY SCHOOL,10443245.0,11058916.0,GADAM  WEST,,1160810102,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,120,113,233
GOMBE,KWAMI,ALHATANA PRIMARY SCHOOL,10.4659,109606.0,BOJUDE,BOJUDE,1160810103,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,Yes,2020/2021,89,62,151
GOMBE,KWAMI,BOJUDE PILOT SCIENCE PRIMARY SCHOOL,11.0228,,BOJUDE,BAMAIYI STREET BOJUDE,1160810104,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,823,618,1441
GOMBE,KWAMI,JAMBALU PRIMARY SCHOOL,10.464635,11.276293,MALAM SIDI,ALONG ASHAKA ROAD,1160810106,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,77,42,119
GOMBE,KWAMI,ECCDE MALAM SIDI,,,MALAM SIDI,ALONG ASHAKA ROAD,1160810107,Pre-Primary and Primary,Urban,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,68,100,168
GOMBE,KWAMI,AJIYA ABDULLAHI NURSERY AND PRIMARY SCHOOL MALAM SIDI,10.484112,11.302162,MALAM SIDI,"ALONG EMIRS PALACE, MALAM SIDI",1160810109,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,Yes,No,No,2020/2021,75,70,145
GOMBE,KWAMI,JADA DUKUL PRIMARY,10.3633,11.2215,DUKUL,DUKUL,1160810113,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,Yes,No,No,2020/2021,264,161,425
GOMBE,KWAMI,LIMAN MATTAFA PRIMARY,,,DAKUL,LIMAN  MATTAFA,1160810114,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,80,59,139
GOMBE,KWAMI,MALAM YAUTA PRIMARY,10.36006,11.06439,KONFULATA,MALAM YAUTA,1160810115,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,92,81,173
GOMBE,KWAMI,DAMAGARAM PRIMARY,10.48335,11.30458,MALLERI,DAMAGARAM,1160810116,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,Yes,No,Yes,2020/2021,105,71,176
GOMBE,KWAMI,MADAKI JAMJI PRIMARY,10.46636,11.278754,MALAM SIDI,ASHAKA ROAD,1160810117,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,150,155,305
GOMBE,KWAMI,DAN-KARUNA PRIMARY SCHOOL,,,DUKUL,"ALONG ASHAKA ROARD, DAN-KARUNA",1160810118,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,Yes,2020/2021,131,86,217
GOMBE,KWAMI,JAURO IDI PRIMARY,10.29911,11241.9,DABAN FULANI,NEAR DABAN FULANI VILLAGE,1160810119,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,145,86,231
GOMBE,KWAMI,ARDO DABA MEMORIAL PRIMARY,10251329.0,11225490.0,DABAN FULANI,"ALONG LUBO ROAD, DISTRICT HEAD DRIVE",1160810120,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,Yes,2020/2021,141,106,247
GOMBE,KWAMI,IDI KWAMI PRIMARY,10.38637,11.10221,KWAMI,KWAMI,1160810121,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,133,100,233
GOMBE,KWAMI,MAJI KUNA CBECC AND PRIMARY,,,MALAM SIDI,ALONG YAME ROAD,1160810122,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,56,39,95
GOMBE,KWAMI,TANNA PRIMARY AND ECCDE,10.487145,11.312212,MALAM SIDI,ALONG ASHAKA ROAD,1160810123,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,No,2020/2021,107,114,221
GOMBE,KWAMI,MADUGU YASHI PRIMARY,,,MALAM SIDI,ZONGOMA KURUGU ALONG ASHAKA ROAD,1160810124,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,79,57,136
GOMBE,KWAMI,MAIGUDU COAL PRIMARY AND ECCDE,10.46072,11.2906,MALAM SIDI,ALONG WURO DOLE,1160810125,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,72,42,114
GOMBE,KWAMI,YARDA PRIMARY SCHOOL,10.2259,11.1534,DOHO,WURO DOLE,1160810127,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,78,64,142
GOMBE,KWAMI,JAURO AHMADU PRIMARY,10.25,11.13,DOHO,ALONG DOHO ROAD,1160810128,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,Yes,No,2020/2021,76,107,183
