state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,FUNAKAYE,ASHAKA GARI PRIMARY SCHOOL,,,ASHAKA MAGABA,ASHAKA GARI,1160510029,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,549,338,887
GOMBE,FUNAKAYE,SAN GARU  PRIMARY SCHOOL,10.848,11.444,BAJOGA EAST,SARKIN SAN GARU,1160510030,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,2513,2262,4775
GOMBE,FUNAKAYE,JALINGO PRIMARY   SCHOOL,10.914563,11.472417,BAGE,JALINGO,1160510031,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,Yes,Yes,No,2020/2021,2558,1650,4208
GOMBE,FUNAKAYE,GADAKKA  PRIMARY SCHOOL,10.64,11.354,RIBADU,NEAR VILLAGE HEAD RESIDENCE,1160510032,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,65,50,115
GOMBE,FUNAKAYE,BULA GAIDAM PRIMARY SCHOOL,,,ASHAKA MAGABA,BULAGAIDAM,1160510033,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,Yes,2020/2021,170,188,358
GOMBE,FUNAKAYE,RIBADU PRIMARY SCHOOL,10.650195,11.332506,RIBADU,RIBADU,1160510034,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,246,196,442
GOMBE,FUNAKAYE,GARIN ALKALI   PRIMARY SCHOOL,10.5509848,11.223020052,WAWA,GARIN ALKALI,1160510035,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,Yes,2020/2021,239,132,371
GOMBE,FUNAKAYE,WAKKALTU PRIMARY SCHOOL,10.48735408,11.214725828,WAWA,WAKKALTU,1160510036,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,210,153,363
GOMBE,FUNAKAYE,ZAGAINA   PRIMARY SCHOOL BAJOGA,10.51222,11.232433,BAJOGA WEST,ZAGAINA,1160510037,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,Yes,No,Yes,2020/2021,96,94,190
GOMBE,FUNAKAYE,SHERFURI    PRIMARY SCHOOL,10.5044275,11.2355353,BAJOGA WEST,BEHIND FEDERAL GOVERNMENT COLLEGE,1160510038,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,139,71,210
GOMBE,FUNAKAYE,ZADAWA  PRIMARY SCHOOL BAJOGA,10.879303,11.391363,BAJOGA WEST,ZADAWA VILLAGE BAJOGA,1160510039,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,90,110,200
GOMBE,FUNAKAYE,GALDIMARI   PRIMARY SCHOOL BAJOGA WEST,10.86221,11.411508,BAJOGA WEST,GALDIMARI,1160510041,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,226,212,438
GOMBE,FUNAKAYE,GARIN ALMAKASHI  NOMADIC PRIMARY SCHOOL,,,KUPTO,G/ALMAKASHI,1160510042,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,220,140,360
GOMBE,FUNAKAYE,WURO NAREJE PRIMARY SCHOOL,10.72676,11.29855,TILDE BODOR,WURO NAREJE,1160510043,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,205,131,336
GOMBE,FUNAKAYE,DANISKI   PRIMARY SCHOOL,10.305811,11.248067,KUPTO,DANISKI,1160510044,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,65,85,150
GOMBE,FUNAKAYE,SISBAKO  PRIMARY SCHOOL,10.726588,11.394177,TONGO WARD,SISBAKO,1160510045,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,308,277,585
GOMBE,FUNAKAYE,GONGILA   PRIMARY SCHOOL,10.96462,11.467076,BAGE,GONGILA,1160510046,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,130,101,231
GOMBE,FUNAKAYE,KWAYAYA   PRIMARY SCHOOL,11.018032,11.413728,BAGE,KWAYAY,1160510047,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,87,110,197
GOMBE,FUNAKAYE,FESHINGO  YERIMA MUSA PRIMARY SCHOOL,10.96,11.46,BAGE WARD BAJOGA,FESHINGO,1160510049,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,132,81,213
GOMBE,FUNAKAYE,GUBE  PRIMARY SCHOOL,11.08553,11.393583,BAGE WARD BAJOGA,GUBE,1160510050,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,Yes,Yes,2020/2021,93,99,192
GOMBE,FUNAKAYE,DINDI PRIMARY SCHOOL,11.014612,11.378915,BAGE WARD BAJOGA,DINDI,1160510051,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,56,52,108
GOMBE,FUNAKAYE,WUROHAIRE PRIMARY SCHOOL,10.979287,11.383483,BAGE,W/HAIRE,1160510053,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,89,73,162
GOMBE,FUNAKAYE,JAURO BELLO PRIMARY SCHOOL,,,BAGE,GARIN JAURO BELLO,1160510054,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,59,54,113
GOMBE,FUNAKAYE,MANAWASHI PRIMARY SCHOOL  (B),10.08346,11.35179,BAGE,MANAWASHI,1160510055,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,175,108,283
GOMBE,FUNAKAYE,WURO DOLE PRIMARY SCHOOL,,,BAGE,W/DOLE,1160510056,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,172,121,293
GOMBE,FUNAKAYE,NGELTANNI  PRIMARY SCHOOL,10.88568,11.43124,BAGE,NGELTANNI,1160510058,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,232,148,380
GOMBE,FUNAKAYE,WURO YAYARU,10.84954,11.44074,BAGE,WURO YAYARU,1160510059,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,416,270,686
GOMBE,FUNAKAYE,WURO RAJAH PRIMARY SCHOOL,,,ASHAKA MAGABA,WURO RAJAH,1160510060,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,181,75,256
GOMBE,FUNAKAYE,SABON GARI MAJAH PRIMARY SCHOOL,10.92,11.47,BAGE WARD BAJOGA,OFF ASHAKA ROAD,1160510061,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,130,115,245
GOMBE,FUNAKAYE,WURO BAPPAHRU PRIMARY SCHOOL,10.8402,11.35261,BAGE WARD BAJOGA,W/BAPPARU,1160510062,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,240,61,301
GOMBE,FUNAKAYE,KUKA BAKWAI   PRIMARY SCHOOL,10.683155,11.368375,KUPTO,KUKA BAKWAI,1160510063,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,78,70,148
GOMBE,FUNAKAYE,MUTUKE,,,JILLAHI,MUTUKE,1160510064,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,74,72,146
GOMBE,FUNAKAYE,JAJAMI   PRIMARY SCHOOL,10.9273394,11.47268,BAJOGA EAST,JAJAMI    ALONG ASHAKA JALINGO ROAD,1160510065,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,280,157,437
GOMBE,FUNAKAYE,HAMMA KOLORI   PRIMARY SCHOOL,10.858346,11.431397,BAGE,HAMMA KOLORI  ALONG JALINGO DAYAYA ROAD,1160510066,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,67,79,146
GOMBE,FUNAKAYE,JAURO MALUM PRIMARY SCHOOL,,,BAJOGA EAST,JAURO MALUM,1160510067,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,201,180,381
GOMBE,FUNAKAYE,KADEMI PRIMARY SCHOOL,10.919605,11.372106,ASHAKA MAGABA,KADEMI,1160510068,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,120,87,207
GOMBE,FUNAKAYE,FUFAJAMNA,10.900303,11.3777701,ASHAKA/ MAGABA,FUFAJAMNA,1160510069,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,,No,No,2020/2021,112,70,182
GOMBE,FUNAKAYE,MABANI   PRIMARY SCHOOL,10.915539,11.363911,ASHAKA MAGABA,MABANI,1160510070,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,147,131,278
GOMBE,FUNAKAYE,WURO GALDE   PRIMARY SCHOOL,10.907788,11.351169,ASHAKA MAGABA,WURO GALDE,1160510071,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,60,54,114
GOMBE,FUNAKAYE,JUGGOL BORKONO  PRIMARY SCHOOL,,,BAGE WARD BAJOGA,JUGGOL BORKONO,1160510072,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,216,115,331
GOMBE,FUNAKAYE,BAGE  PILOT PRIMARY SCHOOL,10.950621,11.3833,BAGE,UNGUWAR TAFIDA BAGE,1160510073,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,311,322,633
GOMBE,FUNAKAYE,BAGE II PRIMARY SCHOOL,10.948663,11.388011,BAGE,BAGE    SOUTH,1160510074,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,Yes,Yes,2020/2021,212,172,384
GOMBE,FUNAKAYE,GERENGI PRIMARY SCHOOL,10.454899,11.2153293,TONGO WARD,GERENGI,1160510075,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,101,45,146
GOMBE,FUNAKAYE,GADARI PRIMARY SCHOOL,10742776.0,11386625.0,TONGO WARD,GADARI,1160510076,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,143,133,276
GOMBE,FUNAKAYE,YARDA PRIMARY SCHOOL,10.701882,11.410542,TONGO WARD,YARDA NEAR TONGO RAOD,1160510077,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,146,41,187
GOMBE,FUNAKAYE,NJOLKATARI   PRIMARY SCHOOL,10.70191,11.407502,TONGO WARD,NJOLKATARI,1160510078,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,167,53,220
GOMBE,FUNAKAYE,GUIWA PRI. SCH.,,,RIBADU,NEAR VILLAGE HEAD PALACE,1160510079,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,208,126,334
GOMBE,FUNAKAYE,ABUJA GWUIWA NOMADIC,10.55645,11.257071,RIBADU,NEAR MATERNITY,1160510080,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,No,2020/2021,168,158,326
GOMBE,FUNAKAYE,WURO JABE,10.683155,11.381253,RIBADU,WURO JABE,1160510081,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,47,30,77
GOMBE,FUNAKAYE,JANGADE  PRIMARY SCHOOL,10.294547,11.166252,KUPTO,JANGADE,1160510082,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,272,181,453
GOMBE,FUNAKAYE,DAN GALADIMA,,,KUPTO,DAN GALADIMA,1160510083,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,115,94,209
GOMBE,FUNAKAYE,KUPTO    PRIMARY SCHOOL,10.696704,11.484015,KUPTO,NEAR DISTRICT HEAD RESIDENCE,1160510084,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,Yes,2020/2021,406,309,715
GOMBE,FUNAKAYE,DUBBEL   PRIMARY SCHOOL,10.815,11.48,JILLAHI,DUBBEL,1160510085,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,179,160,339
GOMBE,FUNAKAYE,MAGABA  PRIMARY SCHOOL,10.5235508,11.21114376,ASHAKA MAGABA,MAGABA,1160510086,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,171,159,330
GOMBE,FUNAKAYE,BUSUM  PRIMARY SCHOOL,,,JILLAHI,BUSUM,1160510087,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,No,No,Yes,2020/2021,64,80,144
GOMBE,FUNAKAYE,TONGO  11 PRIMARY SCHOOL,10.71191,11.367437,TONGO WARD,TONGO   POTISKUM ROAD,1160510088,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,536,316,852
GOMBE,FUNAKAYE,GARIN WAKILI PRIMARY SCHOOL,10.636722,11.354342,RIBADU,G/WAKILI,1160510089,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,165,78,243
GOMBE,FUNAKAYE,WURO YOLDE PRIMARY SCHOOL,10.229642,11.433557,RIBADU,W/YOLDE,1160510090,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,61,61,122
GOMBE,FUNAKAYE,MODEL PRIMARY SCHOOL  BAJOGA,10.860477,11.432285,BAJOGA WEST,UNGUWAN BAZARMA,1160510091,Pre-Primary and Primary,Urban,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,1239,1017,2256
GOMBE,FUNAKAYE,RUGGAI PRIMARY SCHOOL,10.821,11.408,JILLAHI,UNGUWAN WAKILI,1160510092,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,153,116,269
GOMBE,FUNAKAYE,BAJOGA SOUTH PRIMARY   SCHOOL,10.843,11.431,BAJOGA WEST,ALONG GOMBE POTISKUM ROAD BEHIND BULASAWA PETROL STATION,1160510093,Pre-Primary and Primary,Urban,Regular,No,Other,First Aid Kit,No,Yes,No,2020/2021,1399,1026,2425
GOMBE,FUNAKAYE,GAGURUM PRIMARY SCHOOL,10.99526,11.33523,BAGE WARD BAJOGA,NAFADA ROAD,1160510094,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,127,99,226
GOMBE,FUNAKAYE,NGARAI PRIMARY SCHOOL,,,RIBADU,NGARAI,1160510096,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,103,36,139
GOMBE,FUNAKAYE,WINDE SAADU PRIMARY SCHOOL,10.294496,11.166262,KUPTO,WINDE SAADU,1160510097,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,122,139,261
GOMBE,FUNAKAYE,TILDE PRIMARY SCHOOL,10.4246738,11.2050283,TILDE/BODOR,UNGUWAR TAFIDA TILDE,1160510098,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,1304,372,1676
GOMBE,FUNAKAYE,JAURO YUGUDA PRIMARY SCHOOL,,,BAJOGA EAST,JAURO YUGUDA,1160510099,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,119,103,222
GOMBE,FUNAKAYE,ALMAJIRI SCHOOL,10.512365057,11.253896364,BAJOGA WEST,TIKE ROAD BAJOGA,1160510102,Pre-Primary and Primary,Urban,Islamiyya integrated,No,Borehole,Health Clinic,Yes,No,No,2020/2021,208,200,408
GOMBE,FUNAKAYE,WURO YAYATI PRIMARY SCHOOL,11.005085,11.397642,BAGE,YAYATI,1160510103,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,118,55,173
GOMBE,FUNAKAYE,WALKERE NORMADIC PRIMARY SCHOOL,11.068007,11.404617,BAGE,WALKERE,1160510104,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,First Aid Kit,Yes,No,Yes,2020/2021,147,92,239
GOMBE,FUNAKAYE,MAZA MALAM MADU PRIMARY SCHOOL,,,ASHAKA MAGABA,MAZA MALAM MADU NEAR ASHAKA,1160510105,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,142,103,245
GOMBE,FUNAKAYE,BODORIYEL PRIMARY SCHOOL,10.841,11.436,BAJOGA EAST,BODORIYEL,1160510106,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,253,330,583
GOMBE,FUNAKAYE,JAJIRMARI ARY SCHOOL,9.5211732,11.23567006,,JAJIRMARI,1160510108,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,108,113,221
GOMBE,FUNAKAYE,GARDAWASHI PRIMARY SCHOOL,10.978115,11.402845,BAGE,GARDAWASHI,1160510109,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,72,28,100
GOMBE,FUNAKAYE,BELLO TINGABU PRIMARY SCHOOL,10.6051011,11.363863,TONGO,ANGUWAN TINGABU NEAR MODIBBO BUBA HOUSE,1160510110,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,142,191,333
GOMBE,FUNAKAYE,ABUKU PRIMARY SCHOOL,10.453015,11.243353,RIBADU,ALONG RIBADU ABUKU BILLA GUIWA,1160510111,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,,No,No,2020/2021,156,109,265
GOMBE,FUNAKAYE,GOJONGORI PRIMARY SCHOOL,10.331198,11.263392,KUPTO,GOJONGORI,1160510112,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,47,50,97
GOMBE,FUNAKAYE,GARIN MALAM BELLO PRIMARY SCHOOL,,,WAWA WAKKALTU,GARIN MALAM BELLO,1160510113,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,70,69,139
GOMBE,FUNAKAYE,WURO DUWO PRIMARY SCHOOL,10.916037,11.352982,BAGE,WURO DUWO KOFAR JAURO,1160510114,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,Yes,2020/2021,19,11,30
GOMBE,FUNAKAYE,WURO BUHARI PRIMARY SCHOOL,10.54823244,11.235826408,MAGABA,MAGABA ROAD,1160510115,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,260,296,556
GOMBE,FUNAKAYE,WURO NAI PRIMARY SCHOOL,10.925717,11.36522,BAGE,WURO NAI,1160510116,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,61,39,100
GOMBE,FUNAKAYE,JOGGOL BATTAH PRIMARY SCHOOL,10.880037,11.4906665,ASHAKA MAGABA,RAILWAY ROAD ASHAKA GARI TO BAJOGA,1160510117,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,47,38,85
