state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,KALTUNGO,JAURO GOTEL PRIMARY SCHOOL,10.0127,11.489072,AWAK,DOGON RUWA ALONG KALTUNGO ROAD,1160710019,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,82,50,132
GOMBE,KALTUNGO,BANDARA PRIMARY SCHOOL,9732730.0,11359522.0,KALTUNGO EAST,BANDARA,1160710020,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,118,119,237
GOMBE,KALTUNGO,KWE PRIMARY SCHOOL,9.819744,11.306415,TURE,ALONG YOLA ROAD OFF TURE PANDI,1160710021,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,107,103,210
GOMBE,KALTUNGO,BIRWAI PRIMARY SCHOOL,10.013191,11.403396,KAMO,"BIRWAI, ALONG DOGON RUWA ROAD",1160710022,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,Yes,Yes,No,2020/2021,77,96,173
GOMBE,KALTUNGO,NAKANGE PRIMARY SCHOOL,9.81976,11.31184,KAMO,NAKANGE,1160710023,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,50,63,113
GOMBE,KALTUNGO,YIRI PRIMARY SCHOOL,9.8075,11.0863,YIRI,YIRI KURSU,1160710024,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,170,173,343
GOMBE,KALTUNGO,TAM NOMADIC PRIMARY SCHOOL,9.795603,1.1383711,TURE,"BEHIND MOUNTAIN OF TURE MAI, ALONG YOLA ROAD",1160710025,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,Borehole,First Aid Kit,Yes,No,Yes,2020/2021,21,17,38
GOMBE,KALTUNGO,AK-BALAM PRIMARY SCHOOL,9.795277,11.360853,TURE,ALONG YOLA ROAD OFF TURE BALAM,1160710026,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,35,54,89
GOMBE,KALTUNGO,OKRA   PRIMARY SCHOOL,9825592.0,11307734.0,TURE,"OKRA, ALONG YOLA ROAD",1160710027,Pre-Primary and Primary,Rural,Regular,Yes,Borehole,First Aid Kit,No,Yes,Yes,2020/2021,125,124,249
GOMBE,KALTUNGO,SABON GARI BAULE PRIMARY SCHOOL,10.0807,11.1495,BULE KALTIN,"S/GARI BAULE, JALINGO ROAD",1160710028,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,166,107,273
GOMBE,KALTUNGO,YABDE PRIMARY SCHOOL,9.933812,11.44066,BULE KALTIN,YABDE,1160710029,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,90,92,182
GOMBE,KALTUNGO,KAMO PRIMARY SCHOOL,,,KAMO,KAMO PATUWA ANGUWAN HAKIMI,1160710030,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,181,160,341
GOMBE,KALTUNGO,BUKLI PRIMARY SCHOOL,,,KAMO,ALONG DOGIN RUWA WAY,1160710031,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,81,78,159
GOMBE,KALTUNGO,JAURO AUDI PRIMARY SCHOOL,9.9759,11.54733,BAULE CENTRAL,JAURO AUDI,1160710032,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,111,101,212
GOMBE,KALTUNGO,JAURO KORAU PRIMARY SCHOOL,10.008932,11.52877,AWAK,DOGON RUWA ALONG KALTUNGO ROAD,1160710033,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,62,65,127
GOMBE,KALTUNGO,YERI PRIMARY SCHOOL,9.9027,11.400962,AWAK SOUTH,"YERI, AWAK  STREET",1160710034,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,60,32,92
GOMBE,KALTUNGO,GARIN BARAU PRIMARY SCHOOL,9.995517,11.51348,AWAK,"DOGON RUWA, ALONG KALTUNGO ROAD",1160710035,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,94,61,155
GOMBE,KALTUNGO,YANNAKATA PRIMARY SCHOOL,981987.0,11.31155,KAMO,YANNAKATA       ALONG BILLIRI DOGON RUWA ROAD,1160710036,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,145,172,317
GOMBE,KALTUNGO,MOSSO PRIMARY SCHOOL,9.976171,11.30741,KAMO,ALONG BILLIRI DOGON RUWA ROAD,1160710037,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,No,2020/2021,124,139,263
GOMBE,KALTUNGO,LAYIRO NOMADIC PRIMARY SCHOOL,97.04247,11.316935,KALTUNGO EAST,LAYIRO POPANDI,1160710038,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,No,2020/2021,114,145,259
GOMBE,KALTUNGO,AMTAI PRIMARY SCHOOL,9.69016,11.34255,KALTUNGO EAST,AMTAI,1160710039,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,131,151,282
GOMBE,KALTUNGO,MOH'D MEM0RIAL RIMARY SCHOOL,9.8265,11.3041,KALTUNGO WEST,"ALONG TARMANA PRIMARY SCHPOOL, POOSITE OLD EMIRS PLALACE",1160710040,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,197,243,440
GOMBE,KALTUNGO,KALEH PRIMARY SCHOOL,9.7957,11.31499,KALTUNGO EAST,BEHINDE GOVERNMENT SCIENCE SECONDARY SCHOOL KALTUNGO,1160710041,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,50,33,83
GOMBE,KALTUNGO,JAURO SAINI PRIMARY SCHOOL,10.023321,11.329417,KAMO,JAURO SAINI,1160710043,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,84,73,157
GOMBE,KALTUNGO,LATASHINE PRIMARY SCHOOL,9.99444,11.4253,AWAK,LATASHINE,1160710044,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,49,49,98
GOMBE,KALTUNGO,JONGRI PRIMARY SCHOOL,,,BAULE CENTRAL,ALONG TALASSE DOGON RUWA ROAD,1160710045,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,147,100,247
GOMBE,KALTUNGO,KOLWA  PRIMARY SCHOOL,9.919345,11.289607,TUNGO,KOLWA VILLAGE ALONG GUJUBA ROAD,1160710046,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,48,48,96
GOMBE,KALTUNGO,LATARIN PRIMARY SCHOOL,9.946009,11.386105,KAMO,"LATARIN, ALONG SABON LAYI AWAK",1160710047,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,Yes,Yes,2020/2021,97,73,170
GOMBE,KALTUNGO,LANGARE NOMADIC PRIMARY SCHOOL,0.93898,11.406987,AWAK,LANGARE,1160710048,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,110,68,178
GOMBE,KALTUNGO,DAURA NOMADIC PRIMARY SCHOOL,9.9377,11.41189,AWAK  SOUTH,"DAURA, SABON LAYI AWAK STREET",1160710049,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,63,105,168
GOMBE,KALTUNGO,BALAM PRIMARY SCHOOL,9.80115,11.38019,TURE,TURE BALAM ALONG YOLA ROAD,1160710050,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,Yes,No,2020/2021,95,68,163
GOMBE,KALTUNGO,TENI NOMADIC PRIMARY SCHOOL,9.8196,11.0961,KAMO,"TENI, ALONG BILLIRI DOGON RUWA ROAD",1160710051,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,,,,No,No,2020/2021,85,91,176
GOMBE,KALTUNGO,POKWANGLI   PRIMARY SCHOOL,9.929587,11.267175,TUNGO,POKWANGLI  ALONG DOGON RUWA ROAD,1160710052,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,86,55,141
GOMBE,KALTUNGO,BWARA PRIMARY SCHOOL,9.938973,11.407035,AWAK  SOUTH,"BWARA, SABON LAYI AWAK",1160710055,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,54,75,129
GOMBE,KALTUNGO,YELWA KAMO PRIMARY SCHOOL,9.98,11.36,KAMO,Y/KAMO  SHENGE SHENGE BIRWAL ROAD,1160710056,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,83,79,162
GOMBE,KALTUNGO,JALINGO KAMO PRIMARY SCHOOL,10.005938,11.348807,KAMO,ALONG KEMBU VILLAGE,1160710057,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,235,201,436
GOMBE,KALTUNGO,POSHERENG PRIMARY SCHOOL,9.790903,11.313363,KALTUNGO EAST,POSHERENG,1160710058,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,86,91,177
GOMBE,KALTUNGO,JAURO MUSA PRIMARY SCHOOL,10.024039,11.313541,KAMO,J/MUSA,1160710059,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,138,139,277
GOMBE,KALTUNGO,GARIN BAKO PRIMARY SCHOOL,9.991653,11.476238,AWAK,AWAK,1160710060,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,115,86,201
GOMBE,KALTUNGO,BWADIYE PRIMARY SCHOOL,98806.0,11.476,YIRI,BWADIYE,1160710061,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,124,150,274
GOMBE,KALTUNGO,KILANG  PRIMARY SCHOOL,,,KALTUNGO EAST,KILANG,1160710063,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,86,91,177
GOMBE,KALTUNGO,NYBIR PRIMARY SCHOOL,9.82362,11.21731,KAMO,KAMO,1160710064,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,80,76,156
GOMBE,KALTUNGO,PURMAI PRIMARY SCHOOL,9682851.0,11357179.0,KALTUNGO EAST,PURMAI,1160710065,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,Yes,Yes,2020/2021,101,93,194
GOMBE,KALTUNGO,KWANG PRIMARY SCHOOL,,,BAULE KALTIN,ALONG JALINGO BAULE ROAD,1160710066,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,90,100,190
GOMBE,KALTUNGO,SANG-SANG NOMADIC PRIMARY SCHOOL,9.682782,11.356827,KALTUNGO EAST,NEAR PURMAI PRIMARY SCHOOL,1160710067,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,33,42,75
GOMBE,KALTUNGO,KALORGU PRIMARY SCHOOL,9.815718,11.294211,KALTUNGO WEST,KALORGU,1160710068,Pre-Primary and Primary,Urban,Regular,No,Borehole,First Aid Kit,Yes,Yes,Yes,2020/2021,237,219,456
GOMBE,KALTUNGO,BULE NOMADIC,9.880944,11.448798,TULA BAULE KALTIN,BULE NOM.,1160710069,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,31,39,70
GOMBE,KALTUNGO,LAYIRO PRIMARY SCHOOL,9682120.0,11327981.0,KALTUNGO EAST,LAYIRO,1160710071,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,Yes,Yes,No,2020/2021,283,270,553
GOMBE,KALTUNGO,TAN-TAN PRIMARY SCHOOL,9.839238,11.401642,TULA,BEHIND GGSS TULA,1160710072,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,88,83,171
GOMBE,KALTUNGO,YELWA BAULE PRIMARYSCHOOL,9.817611,11.31196,BAULE CENTRAL,Y/BAULE OPPOSITE EVANGELICAL CHURCH WINNING,1160710073,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,33,30,63
GOMBE,KALTUNGO,AWAK PRIMARY SCHOOL,9.874762,11.401185,AWAK,AWAK,1160710074,Pre-Primary and Primary,Rural,Regular,No,Other,First Aid Kit,No,No,No,2020/2021,92,77,169
GOMBE,KALTUNGO,LAKWEMEN PRIMARY SCHOOL,9.72,11.41,KALTUNGO EAST,LAKWEME ALONG YOLA ROAD KALTUNGO,1160710075,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,151,119,270
GOMBE,KALTUNGO,DUNDAYE PRIMARY SCHOOL,9.96917,11.414488,AWAK,DUNDAYE,1160710076,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,87,76,163
GOMBE,KALTUNGO,LAKANJE PRIMARY SCHOOL,,,KALTUNGO,ALONG KILANG HIGF SCHOOL,1160710077,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,108,131,239
GOMBE,KALTUNGO,SURAH PRIMARY SCHOOL,9.82,11.5,WANGE,SURAH,1160710078,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,129,121,250
GOMBE,KALTUNGO,BWELE PRIMARY SCHOOL,9.83,11.51,WANGE  TULA,LAKELE WANGE,1160710079,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,109,125,234
GOMBE,KALTUNGO,PODI PRIMARY SCHOOL,9693975.0,11359428.0,KALTUNGO EAST,PODI,1160710080,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,70,66,136
GOMBE,KALTUNGO,KIJE PRIMARY SCHOOL,9.70427,11.316935,KALTUNGO EAST,KIJE KALTUNGO,1160710081,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,88,82,170
GOMBE,KALTUNGO,BEKUNTI PRIMARY SCHOOL,9.7159,11.4923,KALTUNGO EAST,ADJECENT TO GALADIMA YIRI YOLA ROAD,1160710082,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,72,58,130
GOMBE,KALTUNGO,KUNGE PRIMARY SCHOOL,9.86,11.4,AWAK,KUNGE,1160710083,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,143,120,263
GOMBE,KALTUNGO,STORE PRIMARY SCHOOL,9.744167,11.399157,TURE,BALAM ALONG YOLA GOMBE ROAD,1160710084,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,129,123,252
GOMBE,KALTUNGO,KWABILAKE PRIMARY SCHOOL,9.952116,11.451285,AWAK,"DOGON RUWA, ALONG KALTUNGO ROAD, KWABILAKE",1160710085,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,67,62,129
GOMBE,KALTUNGO,KAN PRIMARY SCHOOL,9.845178,11.471388,WANGE,KWALUME,1160710086,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,126,160,286
GOMBE,KALTUNGO,BUNDE-BUNDE PRIMARY SCHOOL,10.08071,11.149599,BULE KALTIN,"ALONG KALTIN JALINGO TULA BAULE ROAD, BUNDE-BUNDE",1160710087,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,98,107,205
GOMBE,KALTUNGO,GARIN GAMJI PRIMARY SCHOOL,9.93205,11.45657,B/KALTUNGO,DOGON RUWA ALONG KALTUNGO ROAD,1160710088,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,No,2020/2021,92,116,208
GOMBE,KALTUNGO,BAULE CENTRAL PRIMARY SCHOOL,9.86023,11.482332,BAULE CENTRAL,BAULE,1160710089,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,152,120,272
GOMBE,KALTUNGO,SABON GARI WANGE PRIMARY SCHOOL,,,BAULE KALTIN,OFF AWAK/DOGON RUWA  ROAD,1160710090,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,63,61,124
GOMBE,KALTUNGO,KALTIN PRIMARY SCHOOL,9.917692,11.47681,BULE-KALTIN,KALTIN,1160710091,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,154,182,336
GOMBE,KALTUNGO,TULA PRIMARY SCHOOL,9.8416,11.47571,WANGE,KWALKA,1160710092,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,87,87,174
GOMBE,KALTUNGO,MOLDING PRIMARY SCHOOL,9.699238,11.375377,KALTUNGO EAST,MOLDING,1160710093,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,194,202,396
GOMBE,KALTUNGO,TIYE PRIMARY SCHOOL,9.52038,11.132904,,TIYE BAULE  ALONG BUNDI ROAD,1160710094,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,176,160,336
GOMBE,KALTUNGO,LEFUNE PRIMARY SCHOOL TULA WANGE,,,WANGE,MARARRABA ALONG WANGE,1160710095,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,65,78,143
GOMBE,KALTUNGO,DINDIBIN PRIMARY SCHOOL,9.754313,11.540221,BULE/KALTIN,ALONG SABON GARI WANGE ROAD,1160710096,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,81,126,207
GOMBE,KALTUNGO,SHULE PRIMARY SCHOOL,96.84142,11.326143,KALTUNGO,SHULE,1160710097,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,71,82,153
GOMBE,KALTUNGO,WILI PRIMARY SCHOOL,9.912247,11.265258,TUNGO WARD,WILI,1160710098,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,Yes,No,2020/2021,88,70,158
GOMBE,KALTUNGO,BWITIR PRIMARY SCHOOL,9.83843,11.471499,WANGE,BWITIR,1160710099,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,121,135,256
GOMBE,KALTUNGO,SILA WANG PRIMARY SCHOOL,9.897326,11.556386,BAULE,ADJACENT LUNGURE BAULE,1160710100,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,97,110,207
GOMBE,KALTUNGO,LUNGURE PRIMARY SCHOOL,9.906793,11.560285,BAULE CENTRAL,LUNGURE,1160710101,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,Yes,No,No,2020/2021,121,128,249
GOMBE,KALTUNGO,BABELE PRIMARY SCHOOL,9.93108,11.57279,BAULE CENTRAL,ALONG TULA BAULE ROAD,1160710102,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,46,58,104
GOMBE,KALTUNGO,CHINDAKU PRIMARY SCHOOL,9.88525,11.40016,AWAK  SOUTH,"AWAK STREET, CHINDAKU",1160710103,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,60,75,135
GOMBE,KALTUNGO,ZAMFARAWA PRIMARY SCHOOL,9.979568,11.486495,AWAK,ALONG SARKIN RAFI ROAD DOGONRUWA,1160710104,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,170,125,295
GOMBE,KALTUNGO,KANGARI PRIMARY SCHOOL  SABON LAYI AWAK,9.940273,11.447737,AWAK,DOGON RUWA/AWAK ALONG KALTUNGO ROAD,1160710105,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,167,198,365
GOMBE,KALTUNGO,SABON LAYI AWAK PRIMARY SCHOOL,9.930914,11.44133,AWAK,S/LAYI AWAK,1160710106,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,124,116,240
GOMBE,KALTUNGO,MAMMAN SALE PRIMARY SCHOOL,9.909981,11.524273,BAULE CENTRAL,LASKIAME STREET,1160710107,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,Yes,No,No,2020/2021,87,60,147
GOMBE,KALTUNGO,UMAR MEMORIAL ISLAMIC PRIMARY SCHOOL,9.814845,11.315049,KALTUNGO WEST,NEAR MAI KALTUNGO'S PALACE,1160710108,Pre-Primary and Primary,Urban,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,379,362,741
GOMBE,KALTUNGO,KUTUSE PRIMARY SCHOOL,9.902975,11.53013,BAULE CENTRAL,"KUTUSE, ALONG TULA ROAD",1160710110,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,82,93,175
GOMBE,KALTUNGO,NAHUTA PRIMARY SCHOOL,9.91166,11.460782,BAULE CENTRAL,NAHUTA,1160710111,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,149,124,273
GOMBE,KALTUNGO,KEWUR PRIMARY SCHOOL,9.96907,11.41451,AWAK,KEWUR,1160710112,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,188,215,403
GOMBE,KALTUNGO,JALINGO BAULE PRIMARY SCHOOL,9.913738,11.540509,BAULE CENTRAL,"SWELI, ADJACENT JALINGO MATERNITY CLINIC",1160710113,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,130,155,285
